YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,StratificationCategoryID1,StratificationID1
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,68,68,66.6,69.3,Gender,Female,48,GENDER,GENF
2015,2015,OR,Oregon,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.8,1.6,Race/Ethnicity,"White, non-Hispanic",41,RACE,WHT
2015,2015,WV,West Virginia,NVSS,Diabetes,"cases per 100,000",Crude Rate,130.5,130.5,105.8,159.2,Race/Ethnicity,"Black, non-Hispanic",54,RACE,BLK
2015,2015,RI,Rhode Island,NVSS,Diabetes,"cases per 100,000",Crude Rate,114.4,114.4,106.9,121.8,Race/Ethnicity,"White, non-Hispanic",44,RACE,WHT
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.7,0.7,0.5,1.1,Gender,Female,27,GENDER,GENF
2015,2015,WI,Wisconsin,NVSS,Diabetes,,Number,4486,"4,486",,,Race/Ethnicity,"White, non-Hispanic",55,RACE,WHT
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,63.9,63.9,62.2,65.6,Race/Ethnicity,"White, non-Hispanic",37,RACE,WHT
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Crude Rate,124.2,124.2,119.3,129.1,Gender,Female,40,GENDER,GENF
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,53.3,53.3,51.8,54.8,Gender,Female,42,GENDER,GENF
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,3.2,3.2,2.3,4.3,Race/Ethnicity,"Black, non-Hispanic",45,RACE,BLK
2015,2015,WV,West Virginia,NVSS,Diabetes,"cases per 100,000",Crude Rate,132.4,132.4,126.9,137.8,Race/Ethnicity,"White, non-Hispanic",54,RACE,WHT
2015,2015,VA,Virginia,NVSS,Diabetes,,Number,119,119,,,Race/Ethnicity,Asian or Pacific Islander,51,RACE,API
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Crude Rate,140.1,140.1,128.1,152.2,Race/Ethnicity,American Indian or Alaska Native,40,RACE,AIAN
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,119.7,119.7,113.5,126,Race/Ethnicity,"Black, non-Hispanic",45,RACE,BLK
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.8,1.8,1.4,2.4,Overall,Overall,32,OVERALL,OVR
2015,2015,WA,Washington,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,69.6,69.6,67.6,71.7,Race/Ethnicity,"White, non-Hispanic",53,RACE,WHT
2015,2015,WI,Wisconsin,NVSS,Diabetes,,Number,334,334,,,Race/Ethnicity,"Black, non-Hispanic",55,RACE,BLK
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,2.1,2.1,1.5,2.9,Race/Ethnicity,"Black, non-Hispanic",17,RACE,BLK
2015,2015,NJ,New Jersey,NVSS,Diabetes,,Number,41,41,,,Gender,Female,34,GENDER,GENF
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.7,1.7,1.4,2,Overall,Overall,47,OVERALL,OVR
2015,2015,KY,Kentucky,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.6,1.6,1.2,2,Race/Ethnicity,"White, non-Hispanic",21,RACE,WHT
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.8,1.6,Race/Ethnicity,"White, non-Hispanic",45,RACE,WHT
2015,2015,OR,Oregon,NVSS,Diabetes,"cases per 100,000",Crude Rate,92.5,92.5,88.4,96.7,Gender,Female,41,GENDER,GENF
2015,2015,TX,Texas,NVSS,Diabetes,,Number,208,208,,,Race/Ethnicity,"White, non-Hispanic",48,RACE,WHT
2015,2015,RI,Rhode Island,NVSS,Diabetes,"cases per 100,000",Crude Rate,65.6,65.6,47.9,87.8,Race/Ethnicity,"Black, non-Hispanic",44,RACE,BLK
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Crude Rate,77.4,77.4,76.4,78.4,Overall,Overall,48,OVERALL,OVR
2015,2015,NY,New York,NVSS,Diabetes,,Number,564,564,,,Race/Ethnicity,Asian or Pacific Islander,36,RACE,API
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Crude Rate,2.1,2.1,1.5,2.8,Race/Ethnicity,"Black, non-Hispanic",37,RACE,BLK
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,54.8,54.8,37.7,77,Race/Ethnicity,American Indian or Alaska Native,36,RACE,AIAN
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.3,1.3,0.9,1.7,Race/Ethnicity,"Black, non-Hispanic",12,RACE,BLK
2015,2015,TN,Tennessee,NVSS,Diabetes,,Number,24,24,,,Race/Ethnicity,"Black, non-Hispanic",47,RACE,BLK
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,2.3,2.3,1.4,3.4,Race/Ethnicity,"Black, non-Hispanic",47,RACE,BLK
2015,2015,CT,Connecticut,NVSS,Diabetes,,Number,29,29,,,Overall,Overall,9,OVERALL,OVR
2015,2015,WI,Wisconsin,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,137.2,137.2,121.5,152.8,Race/Ethnicity,"Black, non-Hispanic",55,RACE,BLK
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Crude Rate,67,67,65.8,68.1,Overall,Overall,36,OVERALL,OVR
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1,1,0.8,1.2,Overall,Overall,17,OVERALL,OVR
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.5,1.5,1.1,1.9,Overall,Overall,40,OVERALL,OVR
2015,2015,NM,New Mexico,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.6,1.6,1.1,2.2,Overall,Overall,35,OVERALL,OVR
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Crude Rate,98.6,98.6,96,101.1,Gender,Female,39,GENDER,GENF
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.8,1.8,1.4,2.2,Overall,Overall,45,OVERALL,OVR
2015,2015,MI,Michigan,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.9,1.3,Overall,Overall,26,OVERALL,OVR
2015,2015,WV,West Virginia,NVSS,Diabetes,"cases per 100,000",Crude Rate,129.9,129.9,124.7,135.1,Overall,Overall,54,OVERALL,OVR
2015,2015,CO,Colorado,NVSS,Diabetes,,Number,36,36,,,Race/Ethnicity,"White, non-Hispanic",8,RACE,WHT
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Crude Rate,1,1,0.8,1.2,Race/Ethnicity,"White, non-Hispanic",36,RACE,WHT
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.2,1.2,0.9,1.5,Gender,Female,39,GENDER,GENF
2015,2015,VT,Vermont,NVSS,Diabetes,"cases per 100,000",Crude Rate,128.7,128.7,119.6,137.9,Race/Ethnicity,"White, non-Hispanic",50,RACE,WHT
2015,2015,WA,Washington,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,61.3,61.3,54.5,68.1,Race/Ethnicity,Asian or Pacific Islander,53,RACE,API
2015,2015,NC,North Carolina,NVSS,Diabetes,,Number,83,83,,,Race/Ethnicity,Hispanic,37,RACE,HIS
2015,2015,NC,North Carolina,NVSS,Diabetes,,Number,45,45,,,Race/Ethnicity,Asian or Pacific Islander,37,RACE,API
2015,2015,TN,Tennessee,NVSS,Diabetes,,Number,30,30,,,Race/Ethnicity,Asian or Pacific Islander,47,RACE,API
2015,2015,LA,Louisiana,NVSS,Diabetes,,Number,32,32,,,Race/Ethnicity,"Black, non-Hispanic",22,RACE,BLK
2015,2015,KY,Kentucky,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.8,1.8,1.4,2.3,Overall,Overall,21,OVERALL,OVR
2015,2015,ND,North Dakota,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,67.2,67.2,61.7,72.7,Overall,Overall,38,OVERALL,OVR
2015,2015,VA,Virginia,NVSS,Diabetes,,Number,3744,"3,744",,,Race/Ethnicity,"White, non-Hispanic",51,RACE,WHT
2015,2015,TN,Tennessee,NVSS,Diabetes,,Number,55,55,,,Gender,Female,47,GENDER,GENF
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.8,0.8,0.6,1.1,Gender,Female,17,GENDER,GENF
2015,2015,UT,Utah,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,145.4,145.4,95,213.1,Race/Ethnicity,American Indian or Alaska Native,49,RACE,AIAN
2015,2015,MS,Mississippi,NVSS,Diabetes,,Number,47,47,,,Overall,Overall,28,OVERALL,OVR
2015,2015,WY,Wyoming,NVSS,Diabetes,,Number,187,187,,,Gender,Female,56,GENDER,GENF
2015,2015,SC,South Carolina,NVSS,Diabetes,,Number,1512,"1,512",,,Race/Ethnicity,"Black, non-Hispanic",45,RACE,BLK
2015,2015,TX,Texas,NVSS,Diabetes,,Number,21262,"21,262",,,Overall,Overall,48,OVERALL,OVR
2015,2015,NY,New York,NVSS,Diabetes,,Number,13254,"13,254",,,Overall,Overall,36,OVERALL,OVR
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.7,0.7,0.5,0.9,Race/Ethnicity,Hispanic,12,RACE,HIS
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Crude Rate,82,82,77.4,86.7,Race/Ethnicity,"Black, non-Hispanic",42,RACE,BLK
2015,2015,LA,Louisiana,NVSS,Diabetes,"cases per 100,000",Crude Rate,0.9,0.9,0.6,1.3,Race/Ethnicity,"White, non-Hispanic",22,RACE,WHT
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,2.1,2.1,1.4,2.9,Race/Ethnicity,"White, non-Hispanic",32,RACE,WHT
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.7,0.7,0.5,0.9,Gender,Female,42,GENDER,GENF
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.5,1.5,1.2,1.9,Race/Ethnicity,"White, non-Hispanic",47,RACE,WHT
2015,2015,ND,North Dakota,NVSS,Diabetes,,Number,272,272,,,Gender,Female,38,GENDER,GENF
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1,1,0.9,1.2,Overall,Overall,36,OVERALL,OVR
2015,2015,NY,New York,NVSS,Diabetes,,Number,6385,"6,385",,,Gender,Female,36,GENDER,GENF
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Crude Rate,110.8,110.8,108.6,112.9,Race/Ethnicity,"White, non-Hispanic",39,RACE,WHT
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Crude Rate,34,34,23.7,47.3,Race/Ethnicity,American Indian or Alaska Native,48,RACE,AIAN
2015,2015,VT,Vermont,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,91.8,91.8,85.1,98.4,Overall,Overall,50,OVERALL,OVR
2015,2015,GA,Georgia,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.8,0.8,0.6,1,Gender,Female,13,GENDER,GENF
2015,2015,UT,Utah,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,60.3,60.3,57,63.6,Race/Ethnicity,"White, non-Hispanic",49,RACE,WHT
2015,2015,WA,Washington,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,71.2,71.2,69.3,73.1,Overall,Overall,53,OVERALL,OVR
2015,2015,OK,Oklahoma,NVSS,Diabetes,,Number,4237,"4,237",,,Race/Ethnicity,"White, non-Hispanic",40,RACE,WHT
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,132.3,132.3,108.8,155.8,Race/Ethnicity,American Indian or Alaska Native,37,RACE,AIAN
2015,2015,TX,Texas,NVSS,Diabetes,,Number,74,74,,,Race/Ethnicity,"Black, non-Hispanic",48,RACE,BLK
2015,2015,SD,South Dakota,NVSS,Diabetes,,Number,405,405,,,Gender,Female,46,GENDER,GENF
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.2,1.2,0.9,1.7,Overall,Overall,5,OVERALL,OVR
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.3,1.3,0.9,1.7,Gender,Female,29,GENDER,GENF
2015,2015,VA,Virginia,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,27.3,27.3,21,34.8,Race/Ethnicity,Hispanic,51,RACE,HIS
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,120.3,120.3,117.1,123.6,Overall,Overall,40,OVERALL,OVR
2015,2015,ND,North Dakota,NVSS,Diabetes,,Number,540,540,,,Race/Ethnicity,"White, non-Hispanic",38,RACE,WHT
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.9,0.9,0.6,1.4,Gender,Female,8,GENDER,GENF
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.2,1.2,1,1.4,Overall,Overall,37,OVERALL,OVR
2015,2015,GA,Georgia,NVSS,Diabetes,,Number,51,51,,,Race/Ethnicity,"Black, non-Hispanic",13,RACE,BLK
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.8,1.4,Race/Ethnicity,"White, non-Hispanic",29,RACE,WHT
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Crude Rate,76.6,76.6,74.2,79,Gender,Female,37,GENDER,GENF
2015,2015,MD,Maryland,NVSS,Diabetes,,Number,33,33,,,Race/Ethnicity,"Black, non-Hispanic",24,RACE,BLK
2015,2015,PA,Pennsylvania,NVSS,Diabetes,,Number,277,277,,,Race/Ethnicity,Hispanic,42,RACE,HIS
2015,2015,KS,Kansas,NVSS,Diabetes,,Number,34,34,,,Overall,Overall,20,OVERALL,OVR
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.8,1.5,Race/Ethnicity,"White, non-Hispanic",24,RACE,WHT
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.1,1.1,0.9,1.2,Overall,Overall,17,OVERALL,OVR
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Crude Rate,94.7,94.7,92,97.4,Race/Ethnicity,"White, non-Hispanic",47,RACE,WHT
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.7,1.7,1.3,2,Race/Ethnicity,Hispanic,48,RACE,HIS
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Crude Rate,106.3,106.3,101.2,111.5,Race/Ethnicity,"Black, non-Hispanic",39,RACE,BLK
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Crude Rate,1,1,0.9,1.1,Overall,Overall,6,OVERALL,OVR
2015,2015,ND,North Dakota,NVSS,Diabetes,"cases per 100,000",Crude Rate,114.5,114.5,84.1,152.3,Race/Ethnicity,American Indian or Alaska Native,38,RACE,AIAN
2015,2015,SC,South Carolina,NVSS,Diabetes,,Number,4304,"4,304",,,Overall,Overall,45,OVERALL,OVR
2015,2015,UT,Utah,NVSS,Diabetes,"cases per 100,000",Crude Rate,38.1,38.1,27.5,51.5,Race/Ethnicity,Asian or Pacific Islander,49,RACE,API
2015,2015,IA,Iowa,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.4,1.4,1,1.9,Overall,Overall,19,OVERALL,OVR
2015,2015,VA,Virginia,NVSS,Diabetes,"cases per 100,000",Crude Rate,82.2,82.2,77.8,86.5,Race/Ethnicity,"Black, non-Hispanic",51,RACE,BLK
2015,2015,MS,Mississippi,NVSS,Diabetes,,Number,25,25,,,Gender,Female,28,GENDER,GENF
2015,2015,MN,Minnesota,NVSS,Diabetes,,Number,80,80,,,Overall,Overall,27,OVERALL,OVR
2015,2015,CO,Colorado,NVSS,Diabetes,,Number,56,56,,,Overall,Overall,8,OVERALL,OVR
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Crude Rate,46,46,33.4,61.7,Race/Ethnicity,Asian or Pacific Islander,40,RACE,API
2015,2015,TX,Texas,NVSS,Diabetes,,Number,386,386,,,Race/Ethnicity,Asian or Pacific Islander,48,RACE,API
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,35.4,35.4,28.4,43.7,Race/Ethnicity,Asian or Pacific Islander,42,RACE,API
2015,2015,OK,Oklahoma,NVSS,Diabetes,,Number,27,27,,,Gender,Female,40,GENDER,GENF
2015,2015,NJ,New Jersey,NVSS,Diabetes,,Number,85,85,,,Overall,Overall,34,OVERALL,OVR
2015,2015,TN,Tennessee,NVSS,Diabetes,,Number,1101,"1,101",,,Race/Ethnicity,"Black, non-Hispanic",47,RACE,BLK
2015,2015,LA,Louisiana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.2,1.2,0.9,1.6,Overall,Overall,22,OVERALL,OVR
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Crude Rate,1,1,0.8,1.1,Overall,Overall,12,OVERALL,OVR
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.1,1.1,0.9,1.3,Race/Ethnicity,Hispanic,48,RACE,HIS
2015,2015,NJ,New Jersey,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.8,0.8,0.6,1.1,Race/Ethnicity,"White, non-Hispanic",34,RACE,WHT
2015,2015,NC,North Carolina,NVSS,Diabetes,"cases per 100,000",Crude Rate,88.4,88.4,86.1,90.7,Race/Ethnicity,"White, non-Hispanic",37,RACE,WHT
2015,2015,WV,West Virginia,NVSS,Diabetes,"cases per 100,000",Crude Rate,124.3,124.3,117.2,131.5,Gender,Female,54,GENDER,GENF
2015,2015,WI,Wisconsin,NVSS,Diabetes,,Number,48,48,,,Race/Ethnicity,Asian or Pacific Islander,55,RACE,API
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,84.8,84.8,83.3,86.3,Overall,Overall,39,OVERALL,OVR
2015,2015,UT,Utah,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,82.5,82.5,66.2,98.7,Race/Ethnicity,Hispanic,49,RACE,HIS
2015,2015,WA,Washington,NVSS,Diabetes,"cases per 100,000",Crude Rate,92.8,92.8,90.2,95.5,Race/Ethnicity,"White, non-Hispanic",53,RACE,WHT
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Crude Rate,137.1,137.1,133.4,140.8,Overall,Overall,40,OVERALL,OVR
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Crude Rate,59.7,59.7,58.2,61.2,Race/Ethnicity,Hispanic,48,RACE,HIS
2015,2015,OR,Oregon,NVSS,Diabetes,"cases per 100,000",Crude Rate,47.5,47.5,38.6,57.9,Race/Ethnicity,Asian or Pacific Islander,41,RACE,API
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.4,1.4,1.1,1.8,Overall,Overall,40,OVERALL,OVR
2015,2015,NJ,New Jersey,NVSS,Diabetes,"cases per 100,000",Crude Rate,0.9,0.9,0.6,1.2,Gender,Female,34,GENDER,GENF
2015,2015,IN,Indiana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.4,1.4,1.1,1.7,Overall,Overall,18,OVERALL,OVR
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.6,1.6,1.4,1.9,Race/Ethnicity,"White, non-Hispanic",39,RACE,WHT
2015,2015,TX,Texas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.5,1.5,1.3,1.6,Overall,Overall,48,OVERALL,OVR
2015,2015,PA,Pennsylvania,NVSS,Diabetes,,Number,11428,"11,428",,,Overall,Overall,42,OVERALL,OVR
2015,2015,OR,Oregon,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,66.9,66.9,63.8,70,Gender,Female,41,GENDER,GENF
2015,2015,IN,Indiana,NVSS,Diabetes,,Number,87,87,,,Race/Ethnicity,"White, non-Hispanic",18,RACE,WHT
2015,2015,WY,Wyoming,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,71,71,64.4,77.6,Overall,Overall,56,OVERALL,OVR
2015,2015,RI,Rhode Island,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,72.6,72.6,67.8,77.5,Race/Ethnicity,"White, non-Hispanic",44,RACE,WHT
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,93.9,93.9,90.3,97.4,Race/Ethnicity,"Black, non-Hispanic",36,RACE,BLK
2015,2015,MI,Michigan,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.1,1.1,0.8,1.4,Gender,Female,26,GENDER,GENF
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,99.8,99.8,95.8,103.8,Gender,Female,40,GENDER,GENF
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Crude Rate,2.1,2.1,1.3,3.1,Race/Ethnicity,"Black, non-Hispanic",47,RACE,BLK
2015,2015,SD,South Dakota,NVSS,Diabetes,,Number,20,20,,,Overall,Overall,46,OVERALL,OVR
2015,2015,VA,Virginia,NVSS,Diabetes,,Number,1366,"1,366",,,Race/Ethnicity,"Black, non-Hispanic",51,RACE,BLK
2015,2015,SD,South Dakota,NVSS,Diabetes,,Number,99,99,,,Race/Ethnicity,American Indian or Alaska Native,46,RACE,AIAN
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.4,1.4,1,2,Gender,Female,45,GENDER,GENF
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Crude Rate,49,49,34.1,68.1,Race/Ethnicity,American Indian or Alaska Native,36,RACE,AIAN
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Crude Rate,82.7,82.7,80.5,84.9,Gender,Female,42,GENDER,GENF
2015,2015,KY,Kentucky,NVSS,Diabetes,,Number,42,42,,,Gender,Female,21,GENDER,GENF
2015,2015,VA,Virginia,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,53.3,53.3,51.6,55.1,Race/Ethnicity,"White, non-Hispanic",51,RACE,WHT
2015,2015,AZ,Arizona,NVSS,Diabetes,,Number,39,39,,,Gender,Female,4,GENDER,GENF
2015,2015,RI,Rhode Island,NVSS,Diabetes,,Number,522,522,,,Gender,Female,44,GENDER,GENF
2015,2015,SD,South Dakota,NVSS,Diabetes,"cases per 100,000",Crude Rate,105.8,105.8,98.9,112.6,Overall,Overall,46,OVERALL,OVR
2015,2015,OH,Ohio,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,47.4,47.4,36.8,60.3,Race/Ethnicity,Asian or Pacific Islander,39,RACE,API
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.8,0.8,0.7,0.9,Gender,Female,6,GENDER,GENF
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Crude Rate,1,1,0.8,1.3,Race/Ethnicity,"White, non-Hispanic",17,RACE,WHT
2015,2015,TN,Tennessee,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,29.1,29.1,19.4,42.1,Race/Ethnicity,Hispanic,47,RACE,HIS
2015,2015,OH,Ohio,NVSS,Diabetes,,Number,185,185,,,Overall,Overall,39,OVERALL,OVR
2015,2015,OH,Ohio,NVSS,Diabetes,,Number,143,143,,,Race/Ethnicity,Hispanic,39,RACE,HIS
2015,2015,KY,Kentucky,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.6,1.6,1.2,2,Overall,Overall,21,OVERALL,OVR
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Crude Rate,0.7,0.7,0.5,0.9,Race/Ethnicity,Hispanic,12,RACE,HIS
2015,2015,WV,West Virginia,NVSS,Diabetes,,Number,2278,"2,278",,,Race/Ethnicity,"White, non-Hispanic",54,RACE,WHT
2015,2015,CT,Connecticut,NVSS,Diabetes,"cases per 100,000",Crude Rate,0.8,0.8,0.5,1.2,Overall,Overall,9,OVERALL,OVR
2015,2015,GA,Georgia,NVSS,Diabetes,,Number,107,107,,,Overall,Overall,13,OVERALL,OVR
2015,2015,OK,Oklahoma,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,184,184,167.4,200.6,Race/Ethnicity,American Indian or Alaska Native,40,RACE,AIAN
2015,2015,OK,Oklahoma,NVSS,Diabetes,,Number,58,58,,,Overall,Overall,40,OVERALL,OVR
2015,2015,WI,Wisconsin,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,57.9,57.9,55.5,60.3,Gender,Female,55,GENDER,GENF
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.1,1.1,0.8,1.4,Overall,Overall,29,OVERALL,OVR
2015,2015,SC,South Carolina,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.3,1.3,0.9,1.8,Race/Ethnicity,"White, non-Hispanic",45,RACE,WHT
2015,2015,WI,Wisconsin,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,191.1,191.1,148.1,242.7,Race/Ethnicity,American Indian or Alaska Native,55,RACE,AIAN
2015,2015,OR,Oregon,NVSS,Diabetes,,Number,1884,"1,884",,,Gender,Female,41,GENDER,GENF
2015,2015,IA,Iowa,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.5,1.5,1.1,2,Race/Ethnicity,"White, non-Hispanic",19,RACE,WHT
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,1.3,1.3,0.8,1.8,Race/Ethnicity,"White, non-Hispanic",5,RACE,WHT
2015,2015,PA,Pennsylvania,NVSS,Diabetes,"cases per 100,000",Crude Rate,1,1,0.8,1.2,Overall,Overall,42,OVERALL,OVR
2015,2015,MS,Mississippi,NVSS,Diabetes,,Number,28,28,,,Race/Ethnicity,"White, non-Hispanic",28,RACE,WHT
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Crude Rate,0.9,0.9,0.6,1.3,Gender,Female,27,GENDER,GENF
2015,2015,MO,Missouri,NVSS,Diabetes,,Number,61,61,,,Race/Ethnicity,"White, non-Hispanic",29,RACE,WHT
2015,2015,NY,New York,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,0.8,0.8,0.7,1,Race/Ethnicity,"White, non-Hispanic",36,RACE,WHT
2015,2015,NC,North Carolina,NVSS,Diabetes,,Number,46,46,,,Race/Ethnicity,"Black, non-Hispanic",37,RACE,BLK
2015,2015,AL,Alabama,NVSS,Diabetes,"cases per 100,000",Crude Rate,1.8,1.8,1.4,2.4,Race/Ethnicity,"White, non-Hispanic",1,RACE,WHT
